Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Failure Type,y_labels
1,-1.252365645148799,-0.4755536884785243,0.1406993808406647,-0.2494784721619175,1,No Failure
2,0.4474994981908892,1.2768693372657955,-0.3278541731543898,0.0915981270517738,1,No Failure
1,0.7974717335843795,0.4006578243936547,0.4140222873377798,0.252104761975864,1,No Failure
2,1.847388439764765,2.018279078926879,-1.3151634476439689,1.445872859223784,1,No Failure
0,1.2474360362331125,0.602860481210279,-1.0195284671470892,1.556221170734096,0,Heat Dissipation Failure
2,0.1475232964250769,-0.5429545740840913,-0.2720739881549785,0.793814654844668,1,No Failure
1,0.0975272627974273,0.9398649092380372,1.9647114303214128,-1.7441965098925063,1,No Failure
1,-1.50234581328699,-1.4865669725617991,0.0793411773413123,-0.6708083888376544,1,No Failure
1,1.1474439689778415,0.8050631380269416,0.5255826573366024,-0.3598267836722296,1,No Failure
1,-0.652413241617146,0.1310542819714251,0.1518554178405469,-0.6908717182031652,1,No Failure
1,1.2974320698607618,1.5464728796880252,-0.026641174157569,-0.570491742010098,1,No Failure
1,-0.8024013425000663,-0.61035545968962,-0.6792693386506806,0.0615031330035071,1,No Failure
1,1.947380507020036,2.018279078926879,-0.3278541731543898,-0.0087185197757825,1,No Failure
2,-0.5524211743618752,-0.0711483748452374,0.5925188793358959,-0.8614100178100111,1,No Failure
1,1.797392406137144,1.6812746508991208,-1.409989762142968,2.2484060338442347,1,No Failure
1,1.1974400026054626,0.670261366815846,-1.1701349666454997,1.4659361885892956,1,No Failure
1,0.7474756999567299,0.737662252421413,2.879506464311757,-2.326033061492333,1,No Failure
1,1.7473963725094943,1.2768693372657955,-1.0864646891463827,0.9342579604032468,0,Heat Dissipation Failure
2,-1.2023696115211493,-0.677756345295187,1.540782024325887,-1.4733415634581044,1,No Failure
1,0.6474836327014591,0.8050631380269416,0.7598594343341296,-0.7911883650307214,1,No Failure
2,-0.5024251407342256,0.0636533963658965,0.3024619173389573,-0.4601434304997859,1,No Failure
2,0.8974638008396503,0.670261366815846,-0.8131417826492676,0.9543212897687582,1,No Failure
1,1.847388439764765,1.6138737652935538,-0.0210631556576279,-0.1391301606516054,1,No Failure
2,-0.9023934097553372,-0.677756345295187,-0.5453968946520936,0.42264306158271,1,No Failure
0,0.3475074309356185,0.1310542819714251,-0.9749043191475604,2.539324309644148,3,Power Failure
1,0.2975113973079973,1.1420675660547,-0.5955990611515638,-0.0789401725550715,1,No Failure
1,-2.202290284073914,-2.6997829134617364,0.1685894733403703,0.0414398036379956,1,No Failure
2,-1.3023616787764485,-0.8125581165062826,0.4976925648368967,-0.2595101368446733,1,No Failure
1,1.6974003388818448,1.5464728796880252,-0.205137766155685,-0.399953442403252,1,No Failure
1,-0.9523894433829584,-0.8799590021118496,0.7375473603343651,-1.1222332995616573,1,No Failure
1,-0.452429107106576,0.4006578243936547,-1.186869022145323,0.9743846191342698,1,No Failure
2,-1.0523815106382577,-0.61035545968962,-1.1199328001460296,0.964352954451514,1,No Failure
0,0.1975193300526981,0.9398649092380372,-0.6234891536512694,1.074701265961826,1,No Failure
0,0.2475153636803477,0.3332569387880877,-0.7573615976498564,0.7737513254791571,1,No Failure
0,-0.8024013425000663,-1.216963430139608,0.4084442688378387,-0.7410300416169433,1,No Failure
1,-0.0024648044578433,-0.61035545968962,-0.7685176346497387,0.4527380556309766,1,No Failure
1,0.1975193300526981,0.4006578243936547,-0.8633439491487378,0.8740679723067134,1,No Failure
2,0.1475232964250769,1.0072657948436043,-0.5230848206523292,0.7336246667481341,1,No Failure
1,0.3475074309356185,0.8050631380269416,1.8921971898221777,-1.5736582102856609,1,No Failure
1,0.2475153636803477,-0.1385492604507661,-0.6179111351513282,0.382516402851687,1,No Failure
1,0.2975113973079973,1.3442702228713626,-0.606755098151446,0.2721680913413756,1,No Failure
1,0.4474994981908892,0.8724640236325086,2.3105485773177623,-2.065209779740687,1,No Failure
2,-0.2024489389683849,-0.677756345295187,-1.638688520640554,2.4089126687683247,1,No Failure
1,-0.5524211743618752,-0.1385492604507661,-1.4044117436430268,2.1982477104304565,2,Overstrain Failure
1,0.4974955318185388,1.5464728796880252,-0.2832300251548608,0.2621364266586198,1,No Failure
1,-0.5524211743618752,-0.1385492604507661,-0.7964077271494443,0.90416296635498,1,No Failure
2,0.1475232964250769,1.0072657948436043,-0.0601092851572157,0.0915981270517738,1,No Failure
0,-1.0023854770106078,-1.6213687437728947,0.3024619173389573,-0.7811567003479657,1,No Failure
2,0.2475153636803477,-0.205950146056333,-1.0697306336465593,1.4358411945410283,1,No Failure
2,1.847388439764765,1.8160764221102164,0.4084442688378387,-0.3698584483549854,1,No Failure
1,-0.5024251407342256,0.2658560531825208,0.1462773993406058,-0.3899217777204962,1,No Failure
2,-1.4023537460317193,-0.9473598877173782,-0.1437795626563326,-0.099003501920583,1,No Failure
1,-1.4523497796593403,-1.0147607733229451,0.2187916398398404,-0.4400801011342743,1,No Failure
1,-0.1024568717131141,-0.5429545740840913,0.291305880339075,-0.2494784721619175,1,No Failure
1,1.7473963725094943,2.018279078926879,-0.4115244506535067,0.1016297917345295,1,No Failure
1,0.2475153636803477,0.4006578243936547,0.023560992341901,-0.3798901130377404,1,No Failure
1,1.2974320698607618,1.2768693372657955,-0.4784606726528002,-0.0889718372378272,1,No Failure
1,1.4474201707436536,1.6138737652935538,0.8881538598327754,-0.6206500654238761,1,No Failure
2,0.2975113973079973,0.4680587099991834,0.9271999893323634,-0.8814733471755224,1,No Failure
1,1.3474281034883828,1.4116711084769296,0.8323736748333642,-0.8012200297134773,1,No Failure
1,-0.1024568717131141,-0.5429545740840913,-0.2664959696550374,0.7536879961136456,1,No Failure
1,-0.9023934097553372,-1.216963430139608,-0.4059464321535655,0.2420730972931082,1,No Failure
1,-0.652413241617146,-0.3407519172674287,0.7487033973342473,-0.9216000059065448,1,No Failure
1,-1.0023854770106078,-0.0711483748452374,-0.7573615976498564,0.7737513254791571,1,No Failure
1,1.1474439689778415,1.0072657948436043,0.023560992341901,-0.6908717182031652,1,No Failure
1,-0.3524370398513052,-0.9473598877173782,1.1447427108300672,-1.3629932519477927,1,No Failure
2,0.0975272627974273,0.1984551675769921,0.921621970832422,-1.082106640830635,1,No Failure
2,1.2474360362331125,1.2768693372657955,-1.1087767631461474,1.9474560933615657,1,No Failure
1,-1.6023378805422608,-1.4191660869562706,0.9495120633321278,-1.16235995829268,1,No Failure
1,0.5974875990738095,-0.0711483748452374,0.5813628423360135,-0.7109350475686768,1,No Failure
2,0.3475074309356185,0.4680587099991834,-0.9023900786483257,0.6734346786516008,1,No Failure
1,-0.7024092752447672,-0.0037474892396704,-0.0935773961568625,0.0314081389552398,1,No Failure
1,1.797392406137144,1.950878193321312,-0.8800780046485611,1.7869494584374754,1,No Failure
2,-1.2023696115211493,-0.2733510316618617,0.2968838988390162,-0.4200167717687635,1,No Failure
1,0.5974875990738095,0.670261366815846,0.3191959728387807,-0.2795734662101841,1,No Failure
1,-0.9523894433829584,-1.3517652013507035,-0.6290671721512106,0.6032130258723112,1,No Failure
0,-1.5523418469146395,-1.4191660869562706,0.0458730663416655,-0.7410300416169433,1,No Failure
1,-0.0524608380854929,-0.3407519172674287,0.1574334363404881,-0.4501117658170301,1,No Failure
2,1.2474360362331125,0.3332569387880877,2.115317929819823,-1.8445131567200628,1,No Failure
0,-1.5523418469146395,-1.4865669725617991,-1.0808866706464415,1.4559045239065398,1,No Failure
1,0.2975113973079973,1.1420675660547,-0.0601092851572157,0.3925480675344427,1,No Failure
1,-1.50234581328699,-1.149562544534041,-0.7796736716496209,1.9073294346305432,1,No Failure
1,0.997455868094921,0.602860481210279,0.0402950478417244,-0.5604600773273423,1,No Failure
0,0.2975113973079973,1.4116711084769296,-1.0306845041469714,0.6934980080171117,1,No Failure
1,-0.7024092752447672,-0.2733510316618617,0.4028662503378976,-0.4300484364515186,1,No Failure
1,0.0975272627974273,-0.1385492604507661,1.6077182463251805,-1.704069851161484,1,No Failure
1,-1.0023854770106078,-1.216963430139608,-0.3892123766537421,0.5530547024585329,1,No Failure
0,1.0474519017225707,0.0636533963658965,1.7025445608241796,-1.5435632162373938,1,No Failure
2,0.0475312291698062,-0.2733510316618617,-0.2107157846556261,-0.1993201487481394,1,No Failure
1,-0.5024251407342256,0.0636533963658965,-0.9860603561474424,1.9574877580443213,1,No Failure
1,-0.7524053088724167,-0.8125581165062826,-1.1534009111456762,1.917361099313299,1,No Failure
1,0.4974955318185388,0.8724640236325086,-0.3724783211539187,-0.4701750951825417,1,No Failure
1,-1.252365645148799,-1.082161658928512,-0.8633439491487378,1.6063794941478742,1,No Failure
1,-0.652413241617146,-0.9473598877173782,-1.3486315586436155,1.5361578413685846,1,No Failure
0,-0.452429107106576,-0.8125581165062826,0.1518554178405469,0.663403013968845,1,No Failure
0,-0.6024172079894964,-0.2733510316618617,-1.2816953366443222,1.746822799706453,1,No Failure
2,0.6974796663290803,0.4006578243936547,-0.4171024691534478,0.8640363076239577,1,No Failure
1,0.397503464563268,1.1420675660547,-0.3334321916543309,-0.0588768431895606,1,No Failure
1,0.5974875990738095,-0.0711483748452374,-0.1326235256564504,0.0915981270517738,1,No Failure
1,-1.3023616787764485,-0.5429545740840913,-0.6625352831508573,0.5630863671412888,1,No Failure
1,-1.852318048680452,-1.8235714005895571,-0.9302801711480312,1.7769177937547205,1,No Failure
2,-0.452429107106576,0.0636533963658965,0.1741674918403114,-0.9115683412237894,1,No Failure
1,-0.1024568717131141,-0.3407519172674287,-0.2441838956552729,-0.0388135138240491,1,No Failure
1,-0.4024330734789548,-1.082161658928512,-0.8131417826492676,0.8439729782584461,1,No Failure
1,0.6474836327014591,0.8050631380269416,-0.4561485986530356,0.4527380556309766,1,No Failure
2,0.397503464563268,1.4790719940824582,0.6985012308347772,-1.433214904727082,1,No Failure
0,1.8973844733924148,1.6812746508991208,-0.0768433406570391,-0.1993201487481394,1,No Failure
2,0.4474994981908892,1.2768693372657955,-1.276117318144381,1.61641115883063,1,No Failure
1,0.8474677672120007,0.0636533963658965,-0.7629396161497976,1.014511277865292,1,No Failure
1,-0.0524608380854929,0.2658560531825208,-0.6681133016507984,0.5731180318240445,1,No Failure
1,-0.652413241617146,-0.1385492604507661,-0.9693263006476192,1.0546379365963146,1,No Failure
1,0.2975113973079973,0.602860481210279,-1.0864646891463827,0.6734346786516008,1,No Failure
2,1.0474519017225707,-0.0037474892396704,-0.0433752296573924,-0.1993201487481394,1,No Failure
2,0.4474994981908892,0.5354595956047504,0.8714198043329521,-0.9817899940030786,1,No Failure
1,0.1475232964250769,1.1420675660547,0.7989055638337175,-1.2225499463892138,1,No Failure
1,-1.252365645148799,-0.9473598877173782,-0.8410318751489733,0.8239096488929353,1,No Failure
1,0.1475232964250769,0.737662252421413,0.3749761578381919,-0.9115683412237894,1,No Failure
1,0.397503464563268,1.0746666804491714,0.1630114548404292,-0.399953442403252,1,No Failure
1,0.6974796663290803,0.4006578243936547,-1.0697306336465593,1.3355245477134718,1,No Failure
1,-1.0523815106382577,-0.4081528028729957,0.1072312698410179,-0.4300484364515186,1,No Failure
2,-0.9523894433829584,-0.7451572309007539,-1.1366668556458528,1.0446062719135587,1,No Failure
1,0.2475153636803477,0.9398649092380372,-0.7740956531496798,0.5129280437275106,1,No Failure
1,0.997455868094921,0.2658560531825208,-1.0139504486471482,1.807012787802987,0,Heat Dissipation Failure
1,0.397503464563268,0.4006578243936547,-0.6848473571506217,0.2220097679275974,1,No Failure
2,1.5474122379989528,1.6812746508991208,1.267459117828772,-1.332898257899526,1,No Failure
1,1.947380507020036,1.7486755365046878,-0.6290671721512106,1.3455562123962277,1,No Failure
0,-0.1024568717131141,0.4006578243936547,-0.6458012276510339,0.4627697203137324,1,No Failure
2,0.1475232964250769,1.2768693372657955,0.7710154713340118,-0.9216000059065448,1,No Failure
1,1.1974400026054626,0.1310542819714251,0.2187916398398404,-0.8814733471755224,1,No Failure
2,-0.3524370398513052,-0.61035545968962,-0.8577659306487967,0.5630863671412888,1,No Failure
1,-1.50234581328699,-1.4191660869562706,-1.3542095771435567,2.9205275675888616,3,Power Failure
1,0.0975272627974273,0.0636533963658965,-0.0879993776569214,0.2320414326103524,1,No Failure
2,-0.2524449725960345,-0.8799590021118496,-1.2147591146450287,1.1950812421548933,1,No Failure
1,0.9474598344672714,0.5354595956047504,-0.7740956531496798,1.8270761171684984,1,No Failure
0,-0.3524370398513052,-0.7451572309007539,-0.6123331166513871,0.3022630853896422,1,No Failure
1,1.3474281034883828,1.6138737652935538,-0.4784606726528002,0.7336246667481341,1,No Failure
1,1.1974400026054626,1.209468451660267,0.023560992341901,-0.8915050118582778,1,No Failure
1,0.3475074309356185,0.670261366815846,2.3997968733168205,-1.934798138864864,1,No Failure
0,0.1975193300526981,0.8050631380269416,-0.2776520066549197,0.5329913730930215,1,No Failure
1,-1.50234581328699,-1.216963430139608,0.2132136213398993,-1.0620433114651238,1,No Failure
2,1.3474281034883828,1.209468451660267,1.0554944148310093,-1.0018533233685898,1,No Failure
2,-0.0024648044578433,-0.4755536884785243,4.207074867297745,-2.376191384906112,1,No Failure
1,0.2475153636803477,-0.1385492604507661,0.0626071218414889,-0.2595101368446733,1,No Failure
1,-1.0523815106382577,-1.5539678581673662,0.1574334363404881,-0.530365083279075,1,No Failure
1,1.7473963725094943,1.950878193321312,-0.2107157846556261,0.4025797322171985,1,No Failure
1,0.397503464563268,0.1984551675769921,-0.0043291001578045,-0.3899217777204962,1,No Failure
1,0.7974717335843795,0.4680587099991834,-0.6402232091510928,1.0546379365963146,1,No Failure
1,0.2975113973079973,0.5354595956047504,-0.0322191926575101,-0.1491618253343612,1,No Failure
1,-1.0023854770106078,-0.9473598877173782,0.4865365278370144,-0.6708083888376544,1,No Failure
1,1.1974400026054626,0.1310542819714251,-0.5230848206523292,0.6433396846033335,1,No Failure
1,-0.6024172079894964,-0.1385492604507661,1.1949448773295372,-1.2526449404374806,1,No Failure
1,-1.2023696115211493,-0.4755536884785243,0.3972882318379565,-0.5002700892308083,1,No Failure
1,-0.3024410062236841,-0.7451572309007539,-0.4896167096526824,0.0514714683207514,1,No Failure
1,-0.3024410062236841,-0.677756345295187,-0.7517835791499152,0.7336246667481341,1,No Failure
1,0.0975272627974273,-0.4081528028729957,-0.071265322157098,-0.4701750951825417,1,No Failure
1,-0.5024251407342256,-0.0037474892396704,-0.1660916366560971,-0.1993201487481394,1,No Failure
2,0.1975193300526981,-0.205950146056333,-0.5509749131520348,0.2821997560241306,1,No Failure
0,1.1474439689778415,0.0636533963658965,0.8323736748333642,-0.9617266646375676,1,No Failure
1,-0.5024251407342256,-1.082161658928512,-1.0195284671470892,1.265302894934183,1,No Failure
2,-0.6024172079894964,-0.2733510316618617,0.202057584340017,-0.5604600773273423,1,No Failure
2,0.8474677672120007,-0.0711483748452374,-0.5844430241516816,0.793814654844668,1,No Failure
1,-1.252365645148799,-1.082161658928512,1.1614767663298906,-0.9015366765410336,1,No Failure
1,1.1474439689778415,0.1310542819714251,-0.8075637641493265,1.5461895060513404,1,No Failure
0,0.5474915654461884,0.670261366815846,-1.1143547816460884,1.2853662242996935,1,No Failure
1,0.9474598344672714,0.2658560531825208,0.3972882318379565,-0.5203334185963199,1,No Failure
2,0.2475153636803477,-0.4755536884785243,0.2187916398398404,-0.9516949999548118,1,No Failure
2,0.2475153636803477,-0.0037474892396704,-0.690425375650563,0.3524214088034203,1,No Failure
1,-0.2524449725960345,-0.8125581165062826,2.377484799317056,-1.9648931329131307,1,No Failure
1,1.7473963725094943,1.6138737652935538,-1.4211457991428502,3.071002537830196,3,Power Failure
1,0.3475074309356185,0.602860481210279,1.0276043223313036,-0.9015366765410336,1,No Failure
1,1.0474519017225707,0.5354595956047504,1.3009272288284186,-1.2927715991685031,1,No Failure
1,0.6474836327014591,0.3332569387880877,-0.1995597476557439,0.8640363076239577,1,No Failure
1,0.397503464563268,0.1984551675769921,-0.8689219676486789,0.663403013968845,1,No Failure
1,0.7474756999567299,0.4006578243936547,-0.0935773961568625,0.1016297917345295,1,No Failure
2,-1.6523339141699105,-1.6887696293784618,-0.1326235256564504,0.2119781032448416,1,No Failure
1,0.2975113973079973,1.1420675660547,0.0960752328411357,-0.5103017539135641,1,No Failure
2,-0.2024489389683849,-0.4755536884785243,-0.8466098936489144,0.8339413135756903,1,No Failure
1,1.6974003388818448,1.1420675660547,-0.3501662471541543,0.2320414326103524,1,No Failure
2,-1.0023854770106078,-0.61035545968962,0.1964795658400759,-0.5203334185963199,1,No Failure
0,-0.4024330734789548,0.4680587099991834,0.5423167128364257,-1.0620433114651238,1,No Failure
2,-2.202290284073914,-2.6323820278561696,0.7263913233344829,-1.1021699701961465,1,No Failure
1,0.4974955318185388,0.670261366815846,1.479423820826535,-1.4231832400443265,1,No Failure
1,-1.4023537460317193,-1.082161658928512,1.641186357324827,-1.4833732281408605,1,No Failure
2,-0.652413241617146,0.1984551675769921,-0.3222761546544486,0.1517881151483077,1,No Failure
1,0.5974875990738095,0.4006578243936547,-0.7238934866502097,1.0947645953273368,1,No Failure
1,-1.5523418469146395,-1.4191660869562706,0.4865365278370144,-1.0118849880513456,1,No Failure
2,-1.3523577124040698,-1.082161658928512,-0.5844430241516816,0.4828330496792433,1,No Failure
2,0.397503464563268,0.2658560531825208,-0.115889470156627,-0.399953442403252,1,No Failure
1,-1.6023378805422608,-1.4191660869562706,-1.1255108186459706,1.6565378175616523,1,No Failure
0,0.0975272627974273,0.1984551675769921,-0.7294715051501508,0.252104761975864,1,No Failure
2,-0.8523973761276875,-0.4081528028729957,-0.1660916366560971,-0.5805234066928531,1,No Failure
2,-1.50234581328699,-1.4191660869562706,-0.7071594311503863,0.7436563314308898,1,No Failure
1,1.1474439689778415,1.0072657948436043,-0.8466098936489144,0.7336246667481341,1,No Failure
2,-1.252365645148799,-0.9473598877173782,-0.6123331166513871,1.0546379365963146,1,No Failure
1,-1.1023775442658783,-1.6213687437728947,0.3805541763381331,-0.9717583293203228,1,No Failure
1,0.2975113973079973,0.2658560531825208,-0.249761914155214,0.7336246667481341,1,No Failure
2,0.8474677672120007,0.602860481210279,-1.3318975031437923,2.278501027892502,1,No Failure
1,-1.3023616787764485,-1.082161658928512,0.1797455103402525,-0.0588768431895606,1,No Failure
2,-0.1024568717131141,-0.61035545968962,-0.4617266171529768,-0.0588768431895606,1,No Failure
2,-0.0524608380854929,-0.4081528028729957,-0.7796736716496209,1.4859995179548064,1,No Failure
1,0.6974796663290803,0.1984551675769921,0.5590507683362491,-0.7309983769341876,1,No Failure
1,-0.6024172079894964,-0.0711483748452374,-1.0474185596467949,0.723593002065379,1,No Failure
1,-0.3024410062236841,0.5354595956047504,-0.8242978196491499,0.8941313016722243,1,No Failure
1,-2.202290284073914,-2.6997829134617364,-0.9804823376475014,1.0044796131825364,1,No Failure
1,0.4474994981908892,0.602860481210279,-0.9414362081479136,1.255271230251427,1,No Failure
0,0.0475312291698062,-0.2733510316618617,-0.4226804876533889,0.5129280437275106,1,No Failure
1,-1.3023616787764485,-0.9473598877173782,-0.2832300251548608,-0.3598267836722296,1,No Failure
0,-1.3523577124040698,-1.4191660869562706,-0.4338365246532711,-0.2494784721619175,1,No Failure
1,-1.4523497796593403,-1.149562544534041,-0.7573615976498564,1.4157778651755175,1,No Failure
2,0.397503464563268,0.4680587099991834,-0.9358581896479724,0.4728013849964882,1,No Failure
1,-1.0023854770106078,-0.5429545740840913,-0.0656873036571569,-0.0488451785068049,1,No Failure
1,-0.5024251407342256,0.1984551675769921,-0.5677089686518582,0.7837829901619122,1,No Failure
1,-0.9023934097553372,-1.4191660869562706,0.06818514034143,-0.399953442403252,1,No Failure
0,1.6474043052542235,0.8724640236325086,-0.205137766155685,-0.0488451785068049,1,No Failure
2,-1.3523577124040698,-1.0147607733229451,0.4809585093370733,-0.7209667122514325,1,No Failure
2,-0.2024489389683849,0.0636533963658965,-0.4673046356529179,0.6132446905550669,1,No Failure
1,-0.5524211743618752,0.0636533963658965,1.585406172325416,-1.3930882459960594,1,No Failure
0,-0.7524053088724167,-0.205950146056333,0.1239653253408413,-0.4701750951825417,1,No Failure
2,-1.5523418469146395,-1.4865669725617991,0.0291390108418422,-0.2394468074791617,1,No Failure
1,0.1975193300526981,-0.205950146056333,1.1224306368303028,-0.8915050118582778,1,No Failure
1,-0.452429107106576,0.1310542819714251,0.330352009838663,-0.6607767241548985,1,No Failure
2,-0.9023934097553372,-0.7451572309007539,0.2578377693394283,-0.570491742010098,1,No Failure
1,-0.4024330734789548,-1.082161658928512,-1.052996578146736,1.1348912540583591,1,No Failure
1,0.5474915654461884,0.0636533963658965,-0.2776520066549197,0.5831496965067996,1,No Failure
1,-0.3024410062236841,0.602860481210279,1.183788840329655,-1.2225499463892138,1,No Failure
1,-0.9023934097553372,-1.4191660869562706,1.373441469327653,-1.6639431924304615,1,No Failure
1,-0.9023934097553372,-0.61035545968962,0.1630114548404292,-0.3698584483549854,1,No Failure
1,0.4974955318185388,0.5354595956047504,-0.0656873036571569,0.5329913730930215,1,No Failure
1,-0.5024251407342256,0.0636533963658965,0.246681732339546,-0.4200167717687635,1,No Failure
2,0.997455868094921,0.3332569387880877,-0.6346451906511517,0.4728013849964882,1,No Failure
1,-0.5524211743618752,-0.8799590021118496,0.1406993808406647,-0.5905550713756088,1,No Failure
1,0.8974638008396503,0.5354595956047504,0.2076356028399582,-0.1391301606516054,1,No Failure
1,-0.5024251407342256,-0.4081528028729957,0.8602637673330699,-0.991821658685834,1,No Failure
2,-0.652413241617146,-0.2733510316618617,-1.588486354141084,1.7167278056581865,1,No Failure
1,0.4474994981908892,0.670261366815846,-0.2218718216555084,-0.1993201487481394,1,No Failure
1,-0.5524211743618752,-0.8799590021118496,-1.0195284671470892,1.074701265961826,1,No Failure
2,1.6974003388818448,1.209468451660267,3.314591907307165,-2.175558091250999,1,No Failure
2,1.1974400026054626,0.1310542819714251,-0.2999640806546841,0.5931813611895553,1,No Failure
1,0.5974875990738095,0.670261366815846,0.731969341834424,-0.7009033828859209,1,No Failure
1,1.3974241371160323,1.4116711084769296,2.338438669817468,-1.974924797595886,1,No Failure
1,1.2974320698607618,1.0072657948436043,0.3359300283386041,-0.2996367955756956,1,No Failure
2,0.2475153636803477,-0.4081528028729957,3.5711807583044566,-2.376191384906112,1,No Failure
1,-1.3023616787764485,-0.5429545740840913,0.2522597508394872,0.2821997560241306,1,No Failure
2,-0.5024251407342256,-0.9473598877173782,0.5925188793358959,-0.6607767241548985,1,No Failure
1,0.2475153636803477,-0.4755536884785243,-0.383634358153801,0.081566462369018,1,No Failure
0,-1.3023616787764485,-0.8799590021118496,0.4698024723371911,-0.6206500654238761,1,No Failure
1,1.6474043052542235,1.4790719940824582,-0.4561485986530356,0.0715347976862629,1,No Failure
1,0.3475074309356185,0.8050631380269416,-0.4561485986530356,1.1449229187411152,1,No Failure
1,-0.9523894433829584,-1.2843643157451363,1.4069095803273,-1.272708269802992,1,No Failure
1,-0.0024648044578433,-0.2733510316618617,-0.2386058771553318,-0.1190668312860946,1,No Failure
1,1.2974320698607618,1.0072657948436043,1.9312433193217655,-1.2526449404374806,1,No Failure
1,0.4474994981908892,-0.0037474892396704,5.891636454279965,-2.6370146666577576,1,No Failure
1,1.1974400026054626,0.737662252421413,-0.5175068021523881,0.2922314207068864,1,No Failure
1,-0.0024648044578433,-0.5429545740840913,1.228412988329184,-1.2125182817064584,1,No Failure
2,0.997455868094921,0.3332569387880877,0.1909015473401348,-0.7911883650307214,1,No Failure
0,0.5974875990738095,0.3332569387880877,-0.1884037106558616,0.3624530734861761,1,No Failure
1,-1.1523735778935282,-1.958373171800653,0.9829801743317744,-0.9817899940030786,1,No Failure
0,-1.6523339141699105,-1.4191660869562706,0.2243696583397816,-0.6607767241548985,1,No Failure
1,-0.5524211743618752,-0.1385492604507661,-0.829875838149091,0.9944479484997806,1,No Failure
1,-0.5024251407342256,0.0636533963658965,0.4698024723371911,-0.7009033828859209,1,No Failure
1,-1.1523735778935282,-0.8799590021118496,-1.6163764466407895,2.0477727401891217,1,No Failure
2,1.0974479353501918,1.0072657948436043,1.808526912323061,-1.433214904727082,1,No Failure
0,1.8973844733924148,1.6812746508991208,1.1670547848298316,-1.4934048928236157,1,No Failure
2,0.1475232964250769,1.1420675660547,0.06818514034143,-0.3598267836722296,1,No Failure
1,-1.6023378805422608,-1.4865669725617991,-0.8075637641493265,0.7737513254791571,1,No Failure
1,1.2474360362331125,0.3332569387880877,-0.1047334331567447,0.1216931211000411,1,No Failure
1,0.2975113973079973,0.8724640236325086,-0.0433752296573924,-0.1491618253343612,1,No Failure
2,1.0974479353501918,0.9398649092380372,-0.0043291001578045,-0.2595101368446733,1,No Failure
1,0.2975113973079973,1.3442702228713626,-0.740627542150033,1.5160945120030738,1,No Failure
2,0.2475153636803477,0.737662252421413,-1.3542095771435567,2.1380577223339223,2,Overstrain Failure
1,0.397503464563268,0.4680587099991834,-1.1143547816460884,1.917361099313299,2,Overstrain Failure
1,-1.5523418469146395,-1.082161658928512,-0.829875838149091,0.1818831091965743,1,No Failure
2,-0.7524053088724167,-0.4755536884785243,0.425178324337662,-0.8212833590789884,1,No Failure
2,-0.8024013425000663,-1.0147607733229451,0.2076356028399582,-1.2626766051202365,1,No Failure
1,0.1975193300526981,1.209468451660267,0.8379516933333053,-0.9216000059065448,1,No Failure
1,-0.0024648044578433,1.0072657948436043,-1.058574596646677,0.8640363076239577,1,No Failure
2,1.4974162043713033,1.6812746508991208,-0.0824213591569802,0.2119781032448416,1,No Failure
2,0.2975113973079973,0.4680587099991834,0.6427210458353659,-0.8012200297134773,1,No Failure
1,1.0474519017225707,0.8050631380269416,-0.5119287836524469,1.034574607230803,1,No Failure
1,-1.4523497796593403,-1.082161658928512,0.023560992341901,-0.0388135138240491,1,No Failure
1,0.3475074309356185,1.209468451660267,-0.294386062154743,0.7336246667481341,1,No Failure
0,-0.9023934097553372,-1.6213687437728947,-0.4394145431532122,0.8640363076239577,1,No Failure
1,-0.0524608380854929,-0.5429545740840913,-0.2664959696550374,0.4326747262654651,1,No Failure
2,0.9474598344672714,0.602860481210279,1.2507250623289483,-1.16235995829268,1,No Failure
2,1.0474519017225707,0.602860481210279,2.1041618928199406,-1.6940381864787284,1,No Failure
1,-0.0024648044578433,0.2658560531825208,-1.1478228926457352,0.9141946310377358,1,No Failure
1,-0.0524608380854929,-0.3407519172674287,1.3399733583280065,-1.3930882459960594,1,No Failure
1,-1.0523815106382577,-1.4865669725617991,-0.1884037106558616,-0.269541801527429,1,No Failure
1,-0.8024013425000663,-0.7451572309007539,-0.8242978196491499,0.8439729782584461,1,No Failure
1,1.1974400026054626,0.2658560531825208,1.8196829493229436,-1.6137848690166836,1,No Failure
2,0.3475074309356185,-0.2733510316618617,-0.556552931651976,0.3022630853896422,1,No Failure
1,-1.6023378805422608,-1.4865669725617991,-0.9247021526480902,0.2922314207068864,1,No Failure
1,0.4974955318185388,0.4006578243936547,0.5702068053361313,-0.6607767241548985,1,No Failure
1,2.047372574275335,2.2204817357435416,-0.4449925616531534,1.034574607230803,1,No Failure
2,-0.9523894433829584,-0.61035545968962,0.1853235288401937,-0.2494784721619175,1,No Failure
1,0.0475312291698062,-0.677756345295187,-0.7517835791499152,1.4859995179548064,1,No Failure
0,-0.4024330734789548,-0.8125581165062826,2.059537744820412,-1.8746081507683297,1,No Failure
1,-0.8523973761276875,-0.0037474892396704,1.7806368198233555,-1.6137848690166836,1,No Failure
2,-1.3023616787764485,-1.149562544534041,-0.7462055606499741,1.1750179127893825,1,No Failure
1,-1.5523418469146395,-1.4191660869562706,-0.5788650056517404,0.1618197798310635,1,No Failure
